codigo,valor,populacao,tipoRGF
2907905,49.66,17097,Completo
2908002,71.06,17458,Completo
2908101,52.7,18746,Completo
2908200,66.0,22392,Completo
2908309,53.88,17332,Completo
2908408,48.87,66191,Completo
2908507,51.19,32909,Completo
2908606,56.1,25630,Completo
2908705,56.98,17319,Completo
2908804,54.0,4086,Completo
2908903,58.84,22719,Completo
2909000,48.84,8585,Completo
2909109,45.53,14240,Completo
2909208,51.19,15801,Completo
2909307,64.89,32081,Completo
2909406,57.58,13796,Completo
2909505,49.37,5349,Completo
2909604,53.3,21040,Completo
2909703,53.85,13872,Completo
2909802,50.98,62871,Completo
2909901,58.74,34389,Completo
2910008,67.93,10906,Completo
2910057,50.54,79685,Completo
2910107,51.5,12155,Completo
2910206,46.02,4050,Completo
2910305,52.94,8119,Completo
2910404,67.27,17593,Completo
2910503,54.97,41654,Completo
2910602,39.1,36882,Completo
2910701,45.02,59842,Completo
2910727,55.66,112318,Completo
2910776,43.31,5668,Simplificado
2910800,53.54,609913,Completo
2910859,53.32,16410,Completo
2910909,56.32,5604,Completo
2911006,62.81,10686,Completo
2911105,45.78,25311,Completo
2911204,42.35,32202,Completo
2911253,62.21,4487,Completo
2911303,53.82,11206,Completo
2911402,48.18,15208,Simplificado
2911501,59.19,7276,Completo
2911600,52.11,20679,Completo
2911659,44.73,7239,Completo
2911709,49.63,84014,Completo
2911808,69.84,20991,Completo
2911857,53.46,13076,Completo
2911907,52.31,24496,Completo
2912004,41.7,9427,Completo
2912103,65.16,22014,Completo
2912202,48.07,19346,Completo
2912301,54.0,16162,Completo
2912400,43.95,18097,Completo
2912509,57.49,14856,Completo
2912608,36.96,4043,Completo
2912707,53.99,23343,Completo
2912806,43.95,8581,Completo
2912905,49.17,15760,Completo
2913002,50.73,16272,Completo
2913101,54.0,17150,Completo
2913200,45.05,26846,Completo
2913309,54.0,6194,Completo
2913408,51.73,15630,Completo
2913457,55.6,13367,Completo
2913507,59.17,26868,Completo
2913606,43.01,164844,Completo
2913705,60.83,39499,Completo
2913804,51.4,14625,Completo
2913903,54.0,45823,Simplificado
2914000,57.27,59763,Completo
2914109,37.9,9817,Completo
2914208,51.99,7243,Completo
2914307,58.19,8893,Completo
2914406,52.7,24942,Completo
2914505,61.29,28892,Completo
2914604,47.06,72386,Completo
2914653,55.96,30413,Completo
2914703,52.13,64325,Completo
2914802,44.56,212740,Completo
2914901,60.59,27891,Completo
2915007,58.77,15999,Completo
2915106,57.86,12462,Completo
2915205,43.94,14712,Completo
2915304,53.71,6914,Completo
2915353,53.57,14311,Completo
2915403,66.96,6770,Completo
2915502,53.5,20587,Completo
2915601,54.0,64521,Completo
2915700,64.32,8069,Completo
2915908,51.49,6445,Completo
2916005,50.11,19499,Completo
2916104,50.38,22114,Completo
2916203,66.92,9008,Completo
2916302,54.0,10306,Completo
2916401,55.95,75470,Completo
2916500,52.9,35256,Completo
2916609,58.89,10328,Completo
2916708,53.76,8288,Completo
2916807,65.35,19646,Completo
2916856,51.38,14432,Completo
2916906,54.75,12624,Completo
2917003,52.83,36063,Completo
2917102,58.56,20375,Completo
2917201,49.49,18889,Completo
2917300,60.24,28457,Completo
2917334,44.51,10969,Completo
2917359,40.97,8496,Completo
2917409,47.16,14834,Completo
2917508,52.59,80394,Completo
2917607,58.4,54163,Completo
2917706,48.72,33385,Completo
2917805,50.31,18588,Completo
2917904,43.79,10691,Completo
2918001,62.78,155800,Completo
2918100,54.0,40232,Completo
2918209,42.39,14516,Completo
2918308,59.47,11540,Completo
2918357,53.64,24964,Completo
2918407,47.11,215183,Completo
2918456,47.98,9272,Completo
2918506,55.88,15307,Completo
2918555,66.21,5902,Completo
2918605,50.95,6406,Completo
2918704,51.33,3757,Completo
2918753,53.19,15555,Completo
2918803,53.88,23638,Completo
2918902,45.34,3934,Completo
2919009,48.56,3808,Completo
2919058,47.76,8546,Completo
2919108,61.57,8430,Completo
2919157,53.84,27170,Completo
2919207,38.37,195095,Completo
2919306,54.0,11315,Completo
2919405,49.07,12406,Completo
2919504,55.53,45388,Completo
2919553,50.94,84753,Completo
2919603,54.8,11364,Completo
2919702,66.27,18592,Completo
2919801,41.21,49474,Completo
2919900,55.02,7862,Completo
2919926,49.36,20737,Completo
2919959,53.6,3577,Completo
2920106,45.89,18753,Completo
2920205,53.86,16830,Completo
2920304,61.37,8430,Completo
2920403,58.65,13397,Completo
2920452,52.83,13546,Completo
2920502,50.84,21295,Completo
2920601,42.63,44555,Completo
2920700,54.5,20518,Completo
2920809,54.0,10434,Completo
2920908,53.0,13931,Completo
2921005,41.58,46014,Completo
2921054,31.26,12116,Completo
2921104,56.08,22659,Completo
2921203,49.47,26159,Completo
2921302,53.42,11009,Completo
2921401,55.52,18195,Completo
2921450,50.1,8844,Completo
2921500,53.69,49565,Completo
2921609,53.57,8542,Completo
2921708,48.5,35383,Completo
2921807,68.35,12031,Completo
2921906,45.65,9244,Completo
2922003,47.2,41221,Completo
2922052,45.63,11114,Completo
2922102,45.94,26575,Completo
2922201,50.17,7399,Completo
2922250,49.3,11280,Completo
2922300,50.88,29387,Completo
2922409,46.78,22156,Completo
2922508,67.45,28451,Completo
2922607,54.38,13914,Completo
2922656,54.0,13095,Completo
2922706,55.29,16451,Completo
2922730,54.0,7802,Completo
2922755,48.28,6631,Completo
2922805,51.46,8172,Completo
2922854,47.44,9115,Completo
2922904,57.86,24493,Completo
2923001,44.88,42950,Completo
2923035,51.91,12241,Completo
2923050,54.0,15380,Completo
2923100,58.27,28152,Completo
2923209,50.45,21838,Completo
2923308,59.8,8557,Completo
2923357,54.51,17389,Completo
2923407,47.6,21703,Completo
2923506,50.45,8961,Completo
2923605,50.23,21518,Completo
2923704,52.88,31853,Completo
2923803,57.26,28956,Completo
2923902,50.63,9981,Completo
2924009,48.08,117014,Completo
2924058,50.27,13601,Completo
2924108,49.94,7298,Completo
2924207,62.53,17486,Completo
2924306,59.45,17269,Completo
2924405,44.57,34486,Completo
2924504,42.42,16234,Completo
2924603,63.12,20204,Completo
2924652,48.16,10482,Completo
2924678,57.18,10007,Completo
2924801,40.55,24538,Completo
2924900,52.71,9272,Completo
2925006,58.34,26092,Completo
2925105,51.56,46862,Completo
2925204,51.79,39045,Completo
2925253,50.94,15012,Completo
2925303,61.41,146625,Completo
2925402,62.85,7549,Completo
2925501,39.07,28152,Completo
2925600,50.34,15121,Completo
2925709,51.42,12505,Completo
2925758,51.51,27422,Completo
2925808,67.33,25445,Completo
2925907,56.23,27533,Completo
2925931,54.0,8990,Completo
2925956,64.02,22610,Completo
2926004,55.18,41200,Completo
2926103,51.39,14295,Completo
2926202,52.67,22343,Completo
2926301,52.73,33403,Completo
2926400,54.0,35240,Completo
2926509,62.94,14843,Completo
2926608,51.82,52956,Completo
2926657,52.75,6304,Completo
2926707,52.95,13048,Completo
2926905,50.68,11645,Completo
2927002,53.67,40475,Completo
2927101,52.1,9213,Completo
2927200,53.24,30767,Completo
2927309,46.69,15463,Completo
2927408,37.79,2857329,Completo
2927507,54.73,20694,Completo
2927606,51.73,14088,Completo
2927705,60.79,27626,Completo
2927804,62.58,6354,Completo
2927903,41.65,10656,Completo
2928000,60.02,37158,Completo
2928059,54.98,12751,Completo
2928109,53.93,39920,Completo
2928208,51.27,26517,Simplificado
2928307,37.51,8920,Completo
2928406,49.2,28192,Completo
2928505,45.62,10345,Completo
2928604,51.96,59512,Completo
2928703,52.0,100605,Completo
2928802,52.43,52413,Completo
2928901,51.89,33193,Completo
2928950,33.28,9042,Completo
2929008,38.79,14717,Completo
2929057,46.65,15310,Completo
2929107,73.51,21069,Completo
2929206,57.7,39338,Completo
2929255,58.19,18798,Completo
2929305,52.23,37139,Completo
2929354,63.69,5710,Completo
2929370,52.93,10417,Completo
2929404,44.83,11645,Completo
2929503,45.36,44164,Completo
2929602,38.71,17387,Completo
2929701,60.59,19644,Completo
2929750,40.6,11978,Completo
2929800,53.63,12883,Completo
2929909,53.03,43941,Completo
2930006,52.65,11351,Completo
2930105,56.83,78588,Completo
2930154,61.25,31532,Completo
2930204,54.62,40703,Completo
2930303,49.26,17452,Completo
2930402,51.97,15064,Completo
2930501,53.2,80411,Completo
2930600,51.24,13347,Completo
2930709,52.34,132906,Completo
2930758,54.97,12965,Completo
2930766,54.0,10316,Completo
2930774,53.93,22806,Completo
2930808,57.78,16905,Completo
2930907,51.79,12517,Completo
2931004,61.06,20416,Completo
2931053,52.48,17285,Completo
2931103,51.59,7909,Completo
2931202,56.82,20889,Completo
2931301,43.12,17046,Completo
2931350,53.32,158445,Completo
2931400,55.58,7493,Completo
2931509,47.62,22479,Completo
2931608,53.9,14860,Completo
2931707,53.36,12965,Completo
2931806,49.77,16608,Completo
2931905,57.49,50568,Completo
2932002,56.08,24486,Completo
2932101,53.45,19914,Completo
2932200,73.63,19275,Completo
2932309,56.15,26795,Completo
2932408,45.09,13884,Completo
2932457,58.65,19034,Completo
2932507,30.32,19484,Completo
2932606,50.34,16651,Completo
2932705,55.96,20630,Completo
2932804,46.57,19098,Completo
2932903,60.05,95858,Completo
2933000,55.97,28130,Completo
2933059,53.53,14087,Completo
2933109,54.0,9130,Completo
2933158,54.0,12772,Completo
2933174,41.92,8895,Completo
2933208,46.84,42706,Completo
2933257,63.89,6258,Completo
2933307,48.7,338885,Completo
2933406,51.24,9347,Completo
2933455,39.32,12299,Completo
2933505,53.16,21228,Completo
2933604,51.11,46440,Completo
3100104,54.0,6972,Simplificado
3100203,47.07,23223,Completo
3100302,40.53,13465,Simplificado
3100401,47.41,3994,Simplificado
3100500,43.06,9575,Simplificado
3100609,48.26,13600,Simplificado
3100708,49.75,2005,Simplificado
3100807,53.36,4448,Simplificado
3100906,53.25,19166,Simplificado
3101003,52.67,13477,Simplificado
3101102,49.29,25193,Completo
3101201,54.0,6032,Completo
3101300,49.72,2683,Completo
3101409,54.0,3003,Simplificado
3101508,46.04,35321,Completo
3101607,38.4,79481,Completo
3101631,44.6,6831,Completo
3101706,52.81,41642,Simplificado
3101805,46.05,7411,Completo
3101904,46.94,19745,Completo
3102001,54.0,14414,Simplificado
3102050,51.31,5799,Simplificado
3102100,47.0,11146,Completo
3102209,51.81,3973,Simplificado
3102308,44.01,15239,Simplificado
3102407,40.64,3606,Simplificado
3102506,45.68,4751,Completo
3102605,43.36,40747,Simplificado
3102704,52.77,9382,Simplificado
3102803,39.81,12242,Simplificado
3102852,49.91,8481,Simplificado
3102902,54.0,11432,Completo
3103009,47.15,9363,Simplificado
3103207,49.2,2341,Simplificado
3103306,45.19,2066,Simplificado
3103405,50.34,36705,Simplificado
3103504,45.97,116691,Completo
3103603,48.76,2804,Completo
3103702,44.26,8425,Simplificado
3103751,54.0,6804,Completo
3103801,40.64,2833,Simplificado
3103900,49.97,9142,Completo
3104007,42.5,105083,Completo
3104106,49.15,10657,Simplificado
3104205,51.27,39793,Completo
3104304,47.87,14955,Completo
3104403,14527205.37,2751,Simplificado
3104452,50.93,5191,Completo
3104502,46.54,17888,Simplificado
3104601,46.85,14085,Simplificado
3104700,50.82,13064,Simplificado
3104809,43.41,4888,Completo
3104908,100.0,19094,Simplificado
3105004,52.01,7851,Completo
3105103,42.92,23757,Simplificado
3105202,45.95,4825,Simplificado
3105301,46.98,5713,Simplificado
3105400,41.54,32319,Simplificado
3105509,44.92,5443,Completo
3105608,42.92,136392,Completo
3105707,42.97,5250,Simplificado
3105905,50.45,20720,Completo
3106002,44.84,10248,Completo
3106200,42.45,2501576,Completo
3106309,46.11,26396,Simplificado
3106408,54.0,7710,Simplificado
3106507,46.0,11995,Simplificado
3106606,44.31,4602,Simplificado
3106655,54.0,4705,Simplificado
3106705,46.31,432575,Completo
3106804,45.31,3430,Completo
3106903,46.63,14431,Simplificado
3107000,48.8,2532,Simplificado
3107109,44.64,40031,Completo
3107208,48.57,5091,Simplificado
3107307,48.82,49942,Completo
3107406,47.93,50166,Completo
3107505,48.38,6489,Simplificado
3107604,48.22,4190,Simplificado
3107703,48.89,6031,Simplificado
3107802,50.45,15010,Simplificado
3107901,45.95,10558,Completo
3108008,51.47,17598,Simplificado
3108107,44.58,6876,Simplificado
3108206,43.66,5544,Simplificado
3108255,48.04,11088,Simplificado
3108305,45.67,19202,Completo
3108404,44.23,14995,Simplificado
3108503,46.92,6350,Simplificado
3108552,44.37,16321,Simplificado
3108602,52.05,32288,Simplificado
3108701,43.65,4374,Simplificado
3108800,52.97,4835,Completo
3108909,48.31,14508,Simplificado
3109006,32.05,39520,Simplificado
3109105,45.93,11010,Simplificado
3109204,47.96,10377,Simplificado
3109253,37.33,4074,Simplificado
3109303,47.57,24663,Simplificado
3109402,46.14,27988,Completo
3109451,49.06,6909,Completo
3109501,54.0,14075,Completo
3109600,43.81,3616,Simplificado
3109709,48.71,11514,Simplificado
3109808,49.46,2677,Completo
3109907,49.61,11495,Completo
3110004,46.84,44377,Simplificado
3110103,54.27,5450,Completo
3110202,42.86,4002,Simplificado
3110301,45.06,14417,Simplificado
3110400,54.0,2934,Simplificado
3110509,53.83,21738,Simplificado
3110608,45.3,29278,Simplificado
3110707,49.64,12816,Simplificado
3110806,52.86,3711,Completo
3110905,42.1,16565,Simplificado
3111002,46.79,21056,Simplificado
3111101,39.93,19738,Simplificado
3111150,46.32,3810,Simplificado
3111200,49.57,53866,Completo
3111309,44.93,11658,Completo
3111408,54.0,8029,Simplificado
3111507,41.22,15356,Completo
3111606,47.46,28703,Simplificado
3111705,44.47,4579,Simplificado
3111804,50.82,12025,Simplificado
3111903,49.54,5612,Completo
3112000,49.98,14883,Completo
3112059,52.22,4498,Simplificado
3112109,54.23,5424,Completo
3112208,49.99,4673,Completo
3112307,51.25,37856,Completo
3112406,51.1,6952,Completo
3112505,45.27,9679,Completo
3112604,43.52,16109,Simplificado
3112653,48.19,5420,Simplificado
3112703,53.95,15153,Simplificado
3112802,47.46,8601,Simplificado
3112901,48.66,9287,Completo
3113008,40.07,23586,Simplificado
3113107,48.76,3200,Completo
3113206,49.68,25327,Simplificado
3113305,35773788.87,32988,Simplificado
3113404,48.8,91503,Completo
3113503,48.26,9396,Completo
3113602,39.64,6721,Simplificado
3113701,45.08,19007,Simplificado
3113800,48.39,2617,Simplificado
3113909,46.46,12158,Completo
3114006,51.9,11439,Completo
3114105,48.57,14769,Simplificado
3114204,47.71,22257,Completo
3114303,54.0,30324,Simplificado
3114402,48.68,21180,Simplificado
3114501,49.85,19144,Completo
3114550,45.4,9986,Simplificado
3114600,44.46,4044,Simplificado
3114709,42.15,3560,Simplificado
3114808,56.18,4495,Completo
3115003,44.36,3057,Simplificado
3115102,46.89,17739,Completo
3115201,46.49,3962,Simplificado
3115300,51.78,74691,Completo
3115359,25.76,5330,Simplificado
3115409,38.96,3629,Completo
3115458,44.35,6366,Simplificado
3115474,47.65,5008,Simplificado
3115508,42.37,21703,Completo
3115607,41.3,1171,Simplificado
3115706,50.12,7017,Simplificado
3115805,43.05,10425,Simplificado
3115904,43.42,3121,Simplificado
3116001,44.38,5709,Simplificado
3116100,47.73,15368,Simplificado
3116159,47.28,13397,Simplificado
3116209,42.23,2702,Simplificado
3116308,50.71,6774,Simplificado
3116407,54.0,4810,Completo
3116506,51.69,7590,Simplificado
3116605,46.49,28366,Completo
3116704,45.04,7517,Simplificado
3116803,46.07,8907,Simplificado
3116902,41.04,3103,Simplificado
3117009,48.74,7090,Simplificado
3117108,53.86,10261,Completo
3117207,47.01,2811,Simplificado
3117306,37.25,27425,Simplificado
3117405,53.94,4570,Completo
3117504,21.12,17641,Simplificado
3117603,51.76,5480,Simplificado
3117702,48.64,13590,Simplificado
3117801,47.86,11525,Simplificado
3117836,52.29,7595,Simplificado
3117876,50.37,6657,Completo
3117900,43.81,11813,Simplificado
3118007,40.84,54196,Completo
3118106,49.84,5044,Simplificado
3118205,54.0,6908,Simplificado
3118304,51.99,127539,Completo
3118403,45.98,22892,Completo
3118502,41.17,1782,Simplificado
3118601,44.13,659070,Completo
3118700,47.55,9191,Completo
3118809,45.84,26592,Simplificado
3118908,49.28,8883,Completo
3119005,54.0,3534,Simplificado
3119104,57.08,23797,Completo
3119203,53.29,10040,Completo
3119302,49.01,27982,Simplificado
3119401,54.0,109405,Completo
3119500,51.82,9228,Completo
3119609,48.4,3080,Simplificado
3119708,46.3,3426,Simplificado
3119807,49.51,3241,Simplificado
3119906,44.63,3714,Simplificado
3119955,51.09,6290,Completo
3120003,50.71,2814,Simplificado
3120102,51.48,4396,Simplificado
3120151,63.06,6646,Completo
3120201,45.66,12660,Simplificado
3120300,45.93,5960,Simplificado
3120409,54.0,5145,Completo
3120508,48.02,10258,Simplificado
3120607,40.41,5014,Simplificado
3120706,48.27,4134,Simplificado
3120805,51.23,15358,Completo
3120839,49.99,4960,Simplificado
3120870,48.07,7656,Simplificado
3120904,39.7,79625,Completo
3121001,49.97,5399,Simplificado
3121100,47.84,8035,Simplificado
3121209,48.19,7098,Completo
3121258,43.34,10291,Simplificado
3121308,49.94,4996,Simplificado
3121407,39.07,7232,Simplificado
3121506,45.84,2919,Simplificado
3121605,32.72,47617,Simplificado
3121704,36.64,3814,Simplificado
3121803,49.16,7852,Simplificado
3121902,43.17,3411,Simplificado
3122009,54.0,19884,Completo
3122108,53.86,4984,Simplificado
3122207,43.16,7527,Simplificado
3122306,48.83,235977,Completo
3122355,53.54,6702,Simplificado
3122405,46.28,5996,Simplificado
3122454,50.07,10820,Simplificado
3122470,42.77,3699,Simplificado
3122504,48.43,5097,Completo
3122603,54.0,4482,Simplificado
3122702,47.12,5243,Simplificado
3122801,54.0,3007,Simplificado
3122900,50.51,6523,Simplificado
3123007,54.0,10081,Completo
3123106,44.75,5185,Simplificado
3123205,49.26,13541,Simplificado
3123304,40.58,4289,Simplificado
3123403,49.03,1521,Completo
3123528,46.8,7811,Simplificado
3123601,45.09,27823,Simplificado
3123700,44.28,11064,Simplificado
3123809,49.76,7244,Simplificado
3123858,48.15,5362,Simplificado
3123908,45.82,15214,Simplificado
3124005,47.39,18829,Completo
3124104,50.81,70200,Completo
3124203,43.78,24773,Simplificado
3124302,44.44,31624,Simplificado
3124401,42.57,4673,Simplificado
3124500,54.0,11321,Simplificado
3124609,48.42,2361,Simplificado
3124708,49.01,3508,Simplificado
3124807,44.91,7936,Simplificado
3124906,50.85,11218,Simplificado
3125002,43.56,3904,Simplificado
3125101,37.23,35474,Simplificado
3125200,54.0,2379,Completo
3125408,41.96,4804,Simplificado
3125507,49.77,3161,Simplificado
3125606,49.39,7409,Completo
3125705,48.58,15235,Simplificado
3125804,45.71,3394,Simplificado
3125903,48.21,9949,Simplificado
3125952,49.84,10957,Simplificado
3126000,51.28,7386,Simplificado
3126109,49.54,67540,Completo
3126208,49.62,9431,Completo
3126307,53.22,4387,Simplificado
3126406,46.5,2927,Simplificado
3126505,39.62,10343,Simplificado
3126604,48.44,5187,Completo
3126703,44.48,26181,Simplificado
3126752,48.01,5446,Simplificado
3126802,53.61,5891,Simplificado
3126901,39.0,9555,Simplificado
3126950,44.91,3469,Simplificado
3127008,53.85,17701,Simplificado
3127057,51.0,4601,Simplificado
3127073,52.57,5441,Simplificado
3127107,47.21,58962,Completo
3127206,48.88,4304,Completo
3127305,50.02,6844,Simplificado
3127339,51.4,5122,Simplificado
3127354,47.56,3136,Simplificado
3127370,50.59,3328,Simplificado
3127388,47.09,3940,Simplificado
3127404,47.35,4345,Simplificado
3127503,44.13,6145,Completo
3127602,49.85,11833,Simplificado
3127701,47.94,278685,Completo
3127800,54.0,15779,Simplificado
3127909,51.91,1389,Simplificado
3128006,51.28,34057,Simplificado
3128105,46.72,14233,Completo
3128204,44.4,10333,Completo
3128253,48.23,4954,Simplificado
3128303,45.09,19025,Simplificado
3128402,41.33,8903,Simplificado
3128501,46.09,3818,Completo
3128600,40.87,6591,Simplificado
3128709,43.68,51750,Completo
3128808,40.07,7105,Simplificado
3128907,48.66,7971,Simplificado
3129004,48.44,8442,Simplificado
3129103,53.1,5704,Simplificado
3129202,47.24,6524,Simplificado
3129301,45.05,10867,Simplificado
3129400,48.53,5033,Simplificado
3129509,43.78,25035,Simplificado
3129608,50.39,8351,Simplificado
3129657,58.97,5975,Completo
3129707,49.06,13687,Completo
3129905,48.96,3483,Simplificado
3130002,45.85,2982,Completo
3130051,46.1,11879,Simplificado
3130101,49.31,42246,Completo
3130200,46.81,10709,Completo
3130309,43.43,7971,Simplificado
3130408,51.4,6488,Completo
3130507,51.08,12303,Simplificado
3130556,48.34,6865,Completo
3130606,45.52,7297,Simplificado
3130655,52.9,7363,Simplificado
3130705,49.72,6829,Simplificado
3130804,51.3,2757,Completo
3130903,51.42,24204,Simplificado
3131000,47.97,6228,Completo
3131109,51.51,7467,Simplificado
3131158,53.26,18438,Simplificado
3131208,51.2,19717,Simplificado
3131307,49.07,261344,Completo
3131406,44.06,4217,Simplificado
3131505,51.56,10039,Simplificado
3131604,47.55,6944,Simplificado
3131703,38.16,119186,Completo
3131802,50.5,11446,Simplificado
3131901,42.96,51281,Completo
3132008,45.95,5353,Simplificado
3132107,49.09,18142,Simplificado
3132206,50.14,13278,Completo
3132305,49.06,12681,Simplificado
3132404,54.0,96389,Completo
3132503,46.73,34527,Simplificado
3132602,56.06,4333,Completo
3132701,50.68,23212,Simplificado
3132800,43.12,2107,Simplificado
3132909,47.12,10229,Simplificado
3133006,46.87,15440,Simplificado
3133105,40.46,15236,Simplificado
3133204,50.78,12212,Completo
3133303,45.77,21096,Simplificado
3133402,39.34,15102,Simplificado
3133501,47.98,21763,Simplificado
3133600,47.63,9682,Simplificado
3133709,33.41,11037,Simplificado
3133758,66.39,16014,Completo
3133808,43.08,92561,Completo
3133907,54.0,5470,Simplificado
3134004,49.67,14956,Completo
3134103,42.14,6039,Simplificado
3134202,48.54,104067,Completo
3134301,52.81,6048,Simplificado
3134400,44.2,38822,Simplificado
3134509,45.46,3809,Simplificado
3134608,54.0,19858,Simplificado
3134707,46.67,12329,Simplificado
3134806,49.44,7681,Simplificado
3134905,43.03,25684,Simplificado
3135001,48.5,3124,Simplificado
3135050,48.22,38413,Simplificado
3135076,50.14,5378,Simplificado
3135100,48.38,71265,Completo
3135209,52.23,67628,Completo
3135308,47.09,4314,Simplificado
3135357,51.73,8556,Simplificado
3135407,51.7,4973,Simplificado
3135456,44.05,7645,Simplificado
3135506,45.49,12460,Simplificado
3135605,48.48,7597,Completo
3135704,51.49,5215,Simplificado
3135803,43.89,25305,Simplificado
3135902,45.25,4795,Simplificado
3136009,49.6,15410,Simplificado
3136108,45.87,4674,Simplificado
3136207,54.0,79387,Completo
3136306,47.73,48561,Simplificado
3136405,39.9,4662,Simplificado
3136504,47.99,10780,Simplificado
3136520,47.65,4516,Simplificado
3136553,50.31,4938,Simplificado
3136579,54.0,4844,Simplificado
3136603,49.69,5718,Simplificado
3136652,47.79,26484,Completo
3136702,49.3,564310,Completo
3136801,54.0,4316,Simplificado
3136900,43.29,10441,Simplificado
3136959,52.11,5733,Simplificado
3137007,46.38,18026,Simplificado
3137106,44.38,7627,Simplificado
3137205,46.96,51601,Completo
3137304,52.83,4124,Simplificado
3137403,46.93,12953,Simplificado
3137502,48.15,17991,Simplificado
3137536,47.21,9454,Simplificado
3137601,41.49,63359,Completo
3137700,50.73,19928,Simplificado
3137908,50.02,3404,Completo
3138005,48.36,6786,Completo
3138104,51.12,6522,Completo
3138203,43.83,102728,Completo
3138302,44.04,3233,Simplificado
3138351,48.3,4915,Simplificado
3138401,45.95,52532,Completo
3138500,47.89,5109,Simplificado
3138609,54.0,16671,Simplificado
3138625,47.97,7481,Simplificado
3138658,53.92,9008,Simplificado
3138674,47.97,6275,Simplificado
3138682,46.3,6680,Simplificado
3138708,50.47,5454,Completo
3138807,50.21,18172,Simplificado
3138906,45.72,7110,Simplificado
3139003,50.9,41844,Completo
3139102,54.0,5087,Simplificado
3139201,48.65,18700,Simplificado
3139250,44.59,6532,Simplificado
3139300,47.73,18594,Simplificado
3139409,50.57,89256,Completo
3139607,48.04,27640,Completo
3139706,45.32,7904,Simplificado
3139805,40.14,12725,Simplificado
3139904,54.0,14136,Simplificado
3140001,40.61,60142,Completo
3140100,50.12,4134,Completo
3140159,38.89,15207,Simplificado
3140209,41.0,2959,Completo
3140308,47.68,4044,Simplificado
3140407,54.0,2784,Simplificado
3140506,49.31,13330,Simplificado
3140530,45.3,8299,Simplificado
3140555,46.99,8526,Simplificado
3140605,42.1,4482,Simplificado
3140704,45.11,30798,Completo
3140803,46.4,14385,Simplificado
3140852,52.33,11050,Simplificado
3140902,41.08,18808,Simplificado
3141009,45.57,12508,Simplificado
3141108,54.0,37473,Completo
3141207,47.67,3758,Simplificado
3141306,45.18,3771,Simplificado
3141405,44.65,20882,Simplificado
3141504,49.22,6446,Completo
3141603,45.9,10720,Simplificado
3141702,49.45,5666,Simplificado
3141801,53.12,31471,Completo
3141900,41.55,3896,Simplificado
3142007,50.92,13557,Simplificado
3142106,51.84,10721,Simplificado
3142205,46.43,14913,Completo
3142254,49.56,4861,Simplificado
3142304,54.0,4904,Simplificado
3142403,42.72,7479,Simplificado
3142502,41.52,2240,Simplificado
3142601,43.7,8648,Simplificado
3142700,53.99,15012,Completo
3142809,44.44,20999,Simplificado
3142908,47.1,21017,Simplificado
3143005,44.09,13180,Simplificado
3143153,42.81,4889,Simplificado
3143203,51.92,21534,Completo
3143302,40.22,404804,Completo
3143401,51.41,23569,Completo
3143450,49.72,8180,Simplificado
3143500,51.46,8815,Completo
3143609,54.0,2488,Simplificado
3143708,38.2,3211,Simplificado
3143807,43.66,6065,Simplificado
3143906,54.0,108113,Completo
3144003,52.17,26997,Simplificado
3144102,50.55,20594,Simplificado
3144201,47.54,3219,Completo
3144300,53.6,40839,Completo
3144359,54.0,6939,Simplificado
3144375,48.45,3314,Simplificado
3144409,47.89,4731,Simplificado
3144508,47.25,8555,Simplificado
3144607,47.26,26709,Completo
3144656,51.54,10263,Simplificado
3144672,41.25,3255,Simplificado
3144706,45.46,17607,Completo
3144805,54.0,93577,Completo
3144904,48.81,3627,Simplificado
3145000,42.85,15280,Simplificado
3145059,47.85,7504,Simplificado
3145109,44.26,16610,Simplificado
3145208,43.67,99770,Completo
3145307,44.47,31326,Simplificado
3145356,48.92,10731,Simplificado
3145372,42.31,5273,Simplificado
3145406,42.38,1775,Simplificado
3145455,49.76,6018,Completo
3145505,40.23,2765,Simplificado
3145604,47.39,41529,Completo
3145703,43.32,2136,Simplificado
3145802,45.62,3144,Simplificado
3145851,46.81,4647,Simplificado
3145877,53.98,7954,Simplificado
3145901,45.21,39121,Completo
3146008,47.19,33481,Simplificado
3146107,42.81,73994,Completo
3146206,51.63,5954,Simplificado
3146255,49.82,6332,Simplificado
3146305,47.23,20052,Simplificado
3146404,48.47,4510,Simplificado
3146503,48.83,8270,Completo
3146552,45.79,6084,Simplificado
3146602,50.09,1535,Simplificado
3146701,53.22,6621,Simplificado
3146750,56.1,5671,Simplificado
3146909,45.54,15543,Simplificado
3147006,43.32,92430,Completo
3147105,43.94,93101,Completo
3147204,47.56,21418,Simplificado
3147303,54.0,20940,Simplificado
3147402,50.3,24375,Completo
3147501,39.37,1664,Simplificado
3147600,51.51,16294,Completo
3147709,51.42,8112,Simplificado
3147808,35.11,2048,Simplificado
3147907,48.03,113998,Completo
3147956,54.0,5942,Simplificado
3148004,45.83,150833,Completo
3148202,50.7,5652,Simplificado
3148301,47.19,9557,Simplificado
3148400,43.92,4849,Simplificado
3148509,51.5,8481,Simplificado
3148608,46.17,17545,Simplificado
3148707,48.23,24319,Simplificado
3148756,51.98,7065,Simplificado
3148806,47.92,3100,Completo
3148905,47.69,3969,Completo
3149002,47.63,2475,Simplificado
3149101,48.89,11246,Completo
3149150,54.0,11453,Completo
