codigo,valor,populacao,tipoRGF
2305100,55.53,3595,Completo
2305209,53.42,20352,Completo
2305233,51.3,66114,Completo
2305266,60.29,13317,Completo
2305308,53.75,24995,Completo
2305332,52.25,12419,Completo
2305357,53.97,19804,Completo
2305407,49.76,67972,Completo
2305506,53.99,103255,Completo
2305605,56.88,26168,Completo
2305654,45.33,11587,Simplificado
2305704,59.31,12439,Completo
2305803,53.36,41873,Completo
2305902,52.54,38205,Completo
2306009,53.58,14227,Completo
2306108,47.98,24003,Completo
2306207,54.0,7787,Completo
2306256,46.75,39518,Completo
2306306,53.81,52240,Completo
2306405,48.65,128135,Completo
2306504,55.52,20133,Completo
2306553,41.65,41445,Completo
2306603,38.71,20786,Simplificado
2306702,49.43,18102,Completo
2306801,59.61,11359,Completo
2306900,49.72,34729,Simplificado
2307007,47.88,33967,Completo
2307106,65.01,27284,Completo
2307205,53.81,7902,Completo
2307254,59.99,19587,Completo
2307304,52.97,271926,Completo
2307403,36.04,24773,Completo
2307502,58.17,31584,Completo
2307601,42.66,59278,Completo
2307635,56.01,19906,Completo
2307650,52.95,226128,Completo
2307700,52.21,127098,Completo
2307809,48.42,27127,Simplificado
2307908,51.96,11143,Completo
2308005,58.81,38424,Completo
2308104,53.93,46854,Completo
2308203,52.18,15030,Completo
2308302,50.27,28466,Completo
2308351,53.95,13241,Simplificado
2308377,54.0,13669,Completo
2308401,53.76,35662,Completo
2308500,46.28,44060,Completo
2308609,51.6,17167,Completo
2308708,48.85,62069,Completo
2308807,50.38,8689,Simplificado
2308906,53.01,22354,Completo
2309003,51.4,14485,Simplificado
2309102,62.53,12892,Completo
2309201,53.02,15520,Simplificado
2309300,52.17,32262,Completo
2309409,50.22,28557,Completo
2309458,46.71,25557,Completo
2309508,48.24,21471,Simplificado
2309607,54.0,71193,Completo
2309706,46.17,83157,Completo
2309805,60.64,12046,Completo
2309904,54.0,6246,Completo
2310001,52.93,9348,Completo
2310100,55.47,13214,Completo
2310209,63.97,34097,Completo
2310258,56.43,32700,Completo
2310308,45.13,31398,Simplificado
2310407,62.23,11664,Completo
2310506,54.0,43160,Simplificado
2310605,53.59,9010,Completo
2310704,53.16,37326,Completo
2310803,42.56,16281,Simplificado
2310852,36.49,20748,Completo
2310902,43.27,16827,Completo
2310951,28.79,10853,Completo
2311009,49.69,12334,Simplificado
2311108,47.15,15047,Completo
2311207,51.88,10986,Completo
2311231,47.86,6400,Completo
2311264,50.91,21000,Simplificado
2311306,53.89,87116,Completo
2311355,51.57,14986,Completo
2311405,54.0,79081,Completo
2311504,49.98,22008,Simplificado
2311603,53.03,27633,Completo
2311702,60.95,18945,Completo
2311801,51.59,76884,Completo
2311900,53.69,15808,Completo
2311959,57.29,16435,Simplificado
2312007,56.84,32216,Completo
2312106,67.68,17622,Completo
2312205,52.8,43695,Completo
2312304,49.97,46949,Completo
2312403,44.59,48516,Completo
2312502,48.03,7691,Completo
2312601,47.6,12938,Completo
2312700,49.99,26664,Completo
2312809,48.35,7553,Completo
2312908,40.57,206644,Completo
2313005,53.98,18291,Completo
2313104,48.89,30695,Completo
2313203,53.76,25731,Simplificado
2313252,62.95,8926,Completo
2313302,50.44,58517,Completo
2313351,50.26,18998,Completo
2313401,52.08,75140,Completo
2313500,47.62,55535,Completo
2313559,61.65,16015,Completo
2313609,56.09,34530,Completo
2313708,58.72,7729,Completo
2313757,58.72,19811,Completo
2313807,59.47,21725,Completo
2313906,49.93,13763,Completo
2313955,49.41,18368,Completo
2314003,53.08,40704,Completo
2314102,48.42,60355,Completo
2400109,51.93,11152,Simplificado
2400208,47.11,57644,Completo
2400307,54.0,11041,Completo
2400406,42.52,3230,Completo
2400505,39.13,13602,Simplificado
2400604,33.31,4761,Simplificado
2400703,50.86,14326,Simplificado
2400802,62.05,11724,Completo
2400901,44.29,7137,Completo
2401008,50.87,35814,Completo
2401107,54.14,27162,Completo
2401206,68.77,14192,Completo
2401305,56.66,9638,Completo
2401453,63.2,27994,Completo
2401503,60.15,4002,Completo
2401602,74.63,5469,Completo
2401651,48.78,2250,Completo
2401701,43.84,10152,Simplificado
2401800,53.38,12609,Completo
2401859,60.35,6537,Completo
2401909,52.13,3652,Completo
2402006,62.53,67554,Completo
2402105,51.67,11142,Completo
2402204,62.72,33999,Completo
2402303,57.86,20443,Completo
2402402,61.33,8119,Completo
2402501,48.86,10651,Simplificado
2402600,50.45,73099,Completo
2402709,62.6,11178,Completo
2402808,53.08,5508,Completo
2402907,59.16,4908,Completo
2403004,63.2,8014,Completo
2403103,55.17,44664,Completo
2403202,57.77,7080,Completo
2403251,46.72,255793,Completo
2403301,57.98,5608,Completo
2403400,49.12,6036,Completo
2403509,55.18,10527,Completo
2403608,47.77,28222,Simplificado
2403707,68.82,5972,Completo
2403756,63.98,3039,Completo
2403806,54.0,9121,Completo
2403905,52.87,2836,Completo
2404101,44.54,2726,Completo
2404200,54.04,25980,Completo
2404309,51.55,12997,Completo
2404408,51.64,10302,Completo
2404507,41.72,15349,Simplificado
2404606,43.75,13628,Completo
2404705,56.05,15354,Completo
2404804,60.36,2228,Completo
2404853,42.41,7501,Completo
2404903,58.86,5858,Completo
2405009,57.22,9026,Completo
2405108,52.78,6863,Completo
2405207,63.19,5289,Completo
2405306,50.29,10087,Completo
2405405,52.15,5117,Simplificado
2405504,46.75,2617,Completo
2405603,49.87,14730,Simplificado
2405801,55.92,34747,Completo
2405900,39.06,2655,Simplificado
2406007,53.53,5957,Completo
2406106,53.83,18274,Completo
2406155,52.07,3873,Completo
2406205,60.73,6728,Completo
2406304,54.46,7503,Completo
2406403,55.82,2731,Completo
2406502,57.08,15477,Completo
2406601,69.74,8192,Completo
2406700,56.11,11208,Completo
2406809,56.83,4755,Completo
2406908,41.75,3966,Simplificado
2407005,50.84,10086,Completo
2407104,51.08,79743,Completo
2407203,52.7,31584,Completo
2407252,55.75,3978,Completo
2407302,54.69,8358,Completo
2407401,50.92,8692,Completo
2407500,58.9,12194,Completo
2407609,35.14,4568,Completo
2407708,53.54,11295,Completo
2407807,53.99,22239,Completo
2407906,63.23,2127,Simplificado
2408003,46.99,294076,Completo
2408102,47.16,877640,Completo
2408201,51.62,27260,Completo
2408300,59.56,37233,Completo
2408409,55.48,4272,Completo
2408508,49.0,4812,Simplificado
2408607,41.63,4232,Completo
2408706,54.93,3787,Completo
2408805,27.5,5201,Simplificado
2408904,66.19,21408,Completo
2408953,61.97,10789,Completo
2409100,59.44,13076,Completo
2409209,58.56,3075,Simplificado
2409308,69.54,12701,Completo
2409332,64.46,5480,Completo
2409407,49.91,30183,Completo
2409506,52.51,3275,Completo
2409605,52.86,2478,Simplificado
2409704,48.82,6780,Completo
2409803,58.37,14767,Completo
2409902,65.39,14984,Completo
2410108,59.15,15294,Completo
2410207,44.43,7827,Completo
2410256,61.24,6765,Completo
2410306,52.98,10266,Completo
2410405,69.95,9516,Completo
2410603,42.39,3194,Simplificado
2410702,48.12,3543,Completo
2410801,56.92,4209,Completo
2410900,67.36,8034,Completo
2411007,53.79,4472,Completo
2411056,40.05,4071,Simplificado
2411106,49.84,3608,Simplificado
2411205,48.75,39355,Completo
2411403,55.74,12954,Completo
2411429,51.67,2670,Completo
2411502,66.63,23988,Completo
2411601,48.93,2778,Completo
2411700,61.14,4401,Completo
2411809,55.46,3573,Completo
2411908,55.5,4200,Completo
2412005,41.44,101102,Completo
2412104,52.06,6179,Simplificado
2412302,63.01,12833,Completo
2412401,53.44,4602,Simplificado
2412500,54.64,23380,Completo
2412559,56.37,9531,Simplificado
2412609,52.03,17436,Completo
2412708,53.9,6014,Completo
2412807,49.29,8212,Completo
2412906,59.6,11057,Completo
2413003,62.5,6397,Completo
2413102,59.27,6044,Completo
2413300,49.03,5774,Simplificado
2413359,45.45,11790,Completo
2413409,46.93,8065,Simplificado
2413508,60.78,6281,Completo
2413557,50.92,4784,Simplificado
2413607,50.67,2799,Completo
2413706,58.62,5481,Completo
2413805,44.77,2545,Completo
2413904,56.37,12261,Completo
2414001,52.55,15581,Completo
2414159,63.83,5883,Completo
2414209,53.1,13916,Completo
2414308,51.73,2407,Simplificado
2414407,61.73,33734,Completo
2414456,58.73,3259,Completo
2414506,53.64,10591,Completo
2414605,46.78,14516,Simplificado
2414704,53.4,5485,Completo
2414753,61.03,4149,Completo
2414803,58.36,12323,Completo
2414902,42.43,1712,Simplificado
2415008,51.1,3146,Simplificado
2500106,55.55,10161,Completo
2500205,43.06,5571,Simplificado
2500304,76.23,28623,Completo
2500403,54.94,20589,Completo
2500502,57.72,14367,Completo
2500536,50.5,5473,Completo
2500577,45.73,2488,Completo
2500601,54.06,19391,Completo
2500700,56.08,17941,Simplificado
2500734,57.77,2227,Completo
2500775,47.27,8337,Simplificado
2500809,59.1,17079,Completo
2500908,52.98,13438,Completo
2501005,65.18,20215,Completo
2501104,59.54,22978,Completo
2501153,57.2,2140,Completo
2501203,56.22,6935,Completo
2501302,57.83,19190,Completo
2501351,48.87,3870,Completo
2501401,59.79,8933,Completo
2501500,48.09,21210,Completo
2501534,57.81,4831,Completo
2501575,55.97,8249,Simplificado
2501609,60.15,15268,Completo
2501708,54.59,5939,Completo
2501807,72.84,96550,Completo
2501906,61.18,17640,Completo
2502003,50.51,7335,Simplificado
2502052,44.67,3393,Simplificado
2502102,44.75,5423,Simplificado
2502151,55.33,6972,Completo
2502201,54.0,2547,Completo
2502300,50.67,4994,Completo
2502409,50.46,11797,Completo
2502508,46.36,17751,Completo
2502607,60.02,6186,Completo
2502706,64.48,5395,Completo
2502805,49.14,13993,Completo
2502904,55.42,6433,Completo
2503001,56.02,21698,Completo
2503100,43.98,5503,Completo
2503209,56.96,66680,Completo
2503308,59.76,10182,Completo
2503407,54.7,3729,Completo
2503506,63.3,17159,Completo
2503555,53.93,7145,Completo
2503605,54.79,7292,Completo
2503704,56.77,61776,Completo
2503753,35.82,3181,Completo
2503803,39.63,5982,Completo
2503902,54.39,5994,Completo
2504009,54.01,407472,Completo
2504033,61.47,6424,Completo
2504074,56.2,4140,Completo
2504108,64.0,2631,Completo
2504157,61.02,7431,Completo
2504207,53.17,4929,Completo
2504306,62.29,30343,Completo
2504355,58.71,4807,Completo
2504405,60.47,18904,Completo
2504504,45.03,6649,Simplificado
2504603,47.76,24323,Completo
2504702,53.56,4785,Simplificado
2504801,28.35,15423,Completo
2504850,47.43,1907,Simplificado
2504900,48.99,17366,Completo
2505006,68.03,7763,Completo
2505105,44.47,20343,Completo
2505204,60.72,6823,Completo
2505238,60.53,6349,Completo
2505279,62.65,5242,Completo
2505303,38.6,2521,Completo
2505352,59.07,5289,Completo
2505402,47.14,8279,Completo
2505501,52.85,3773,Completo
2505600,65.35,6575,Completo
2505709,60.17,10429,Completo
2505808,54.55,3610,Completo
2505907,50.33,3505,Completo
2506004,42.18,33003,Completo
2506103,62.17,11355,Completo
2506202,46.85,2990,Simplificado
2506251,60.24,8448,Completo
2506301,46.38,58492,Completo
2506400,48.95,14131,Completo
2506509,50.05,3403,Simplificado
2506608,55.24,5956,Completo
2506707,41.27,11790,Completo
2506806,57.41,18101,Completo
2506905,71.11,24537,Completo
2507002,53.15,24653,Completo
2507101,59.44,18501,Completo
2507200,54.39,10801,Completo
2507309,57.42,14349,Completo
2507408,46.82,7732,Completo
2507507,46.97,800323,Completo
2507705,56.22,18041,Completo
2507804,50.78,7104,Completo
2507903,58.62,10717,Completo
2508000,50.45,9886,Completo
2508109,49.6,4679,Simplificado
2508208,60.6,7643,Completo
2508307,55.41,27385,Completo
2508406,44.47,2749,Completo
2508505,55.35,7371,Completo
2508554,52.83,4294,Completo
2508604,63.16,12944,Completo
2508703,48.16,4020,Simplificado
2508802,37.76,5766,Completo
2508901,51.78,44657,Completo
2509008,52.89,11092,Completo
2509057,50.69,8460,Completo
2509107,54.0,21808,Completo
2509156,52.81,6565,Completo
2509206,58.29,13742,Completo
2509305,54.07,8327,Completo
2509339,59.53,4516,Completo
2509370,52.75,2889,Completo
2509396,48.27,6506,Completo
2509404,52.89,13308,Completo
2509503,46.72,5598,Completo
2509602,45.5,4789,Completo
2509701,60.59,33007,Completo
2509909,56.81,10458,Completo
2510006,49.02,7312,Completo
2510105,64.32,10651,Completo
2510204,45.12,5978,Simplificado
2510303,46.52,4840,Completo
2510402,58.0,6592,Completo
2510501,54.42,3912,Completo
2510600,45.85,3033,Simplificado
2510659,45.12,1786,Completo
2510709,44.67,2402,Completo
2510808,82.57,106984,Completo
2510907,48.94,12260,Completo
2511004,36.0,3800,Simplificado
2511103,60.26,7766,Completo
2511202,57.51,28389,Completo
2511301,53.01,16038,Completo
2511400,64.84,18706,Completo
2511509,66.75,11855,Completo
2511608,62.82,6680,Completo
2511707,62.45,5105,Completo
2511806,50.66,10572,Simplificado
2511905,56.69,18904,Completo
2512002,69.63,18429,Completo
2512036,47.46,3777,Completo
2512077,56.41,4276,Completo
2512101,53.59,32749,Completo
2512200,52.45,4141,Simplificado
2512309,40.45,23215,Completo
2512408,61.7,13630,Completo
2512507,55.75,43917,Completo
2512606,59.79,1929,Completo
2512705,52.55,19340,Completo
2512721,64.2,6064,Completo
2512747,55.1,3564,Completo
2512754,63.56,4500,Completo
2512762,62.12,4477,Completo
2512788,52.83,1951,Completo
2512804,48.21,8587,Completo
2512903,68.37,24088,Completo
2513000,45.81,3919,Completo
2513109,60.11,12149,Completo
2513158,54.78,6574,Completo
2513208,43.75,6585,Completo
2513307,52.05,5907,Completo
2513356,47.44,3597,Simplificado
2513406,49.0,15336,Completo
2513505,54.03,5198,Completo
2513604,63.89,7077,Completo
2513653,54.51,2685,Completo
2513703,56.05,135807,Completo
2513802,59.67,4585,Completo
2513851,49.17,2532,Completo
2513901,52.11,33796,Completo
2513927,59.04,4492,Completo
2513943,46.78,2581,Simplificado
2513968,43.85,3087,Simplificado
2513984,49.93,3371,Simplificado
2514008,54.06,4313,Completo
2514107,49.24,4430,Simplificado
2514206,42.64,7680,Simplificado
2514305,57.57,6255,Completo
2514404,54.53,4665,Completo
2514453,66.09,5915,Completo
2514503,47.59,20053,Completo
2514552,40.36,3908,Completo
2514602,35.67,3526,Completo
2514651,46.54,1791,Simplificado
2514701,48.5,4134,Completo
2514800,44.41,3723,Completo
2514909,49.04,7745,Completo
2515005,43.81,7124,Simplificado
2515104,56.09,11753,Completo
2515203,47.33,3466,Simplificado
2515302,59.98,52443,Completo
2515401,52.74,10728,Completo
2515500,61.34,13630,Completo
2515609,57.66,3141,Completo
2515708,44.71,3089,Simplificado
2515807,58.31,7041,Completo
2515906,57.25,6131,Completo
2515930,44.43,4958,Completo
2515971,62.03,7751,Completo
2516003,59.68,26592,Completo
2516102,63.21,14837,Completo
2516151,59.49,3516,Completo
2516201,56.88,69161,Completo
2516300,48.51,16864,Completo
2516409,58.61,10887,Completo
2516508,48.59,15185,Completo
2516607,60.15,14614,Completo
2516706,59.05,15072,Completo
2516755,47.7,3035,Simplificado
2516805,55.15,9466,Completo
2516904,57.52,15300,Simplificado
2517001,63.69,9902,Completo
2517100,51.81,2779,Completo
2517209,47.51,5323,Completo
2517407,43.86,2225,Simplificado
2600054,53.85,99622,Completo
2600104,42.83,37111,Simplificado
2600203,46.67,19456,Completo
2600302,52.56,24702,Completo
2600401,56.47,36454,Completo
2600500,52.68,43195,Completo
2600609,46.87,14554,Completo
2600708,64.24,38375,Completo
2600807,67.0,22959,Completo
2600906,52.7,22788,Completo
2601003,46.7,11072,Completo
2601052,53.6,20312,Completo
2601102,51.39,83964,Completo
2601201,52.83,73844,Completo
2601300,57.81,14257,Completo
2601409,56.47,42552,Completo
2601508,39.42,12023,Completo
2601607,55.07,20728,Completo
2601706,72.76,76185,Completo
2601805,58.12,12671,Completo
2601904,60.3,60714,Completo
2602001,50.04,37909,Completo
2602100,51.17,48336,Completo
2602209,46.68,39132,Completo
2602308,54.9,38152,Completo
2602407,56.63,8999,Completo
2602506,44.67,7486,Simplificado
2602605,71.95,50249,Completo
2602704,42.76,13119,Completo
2602803,57.41,57825,Completo
2602902,47.81,205112,Completo
2603009,67.92,33934,Completo
2603108,39.7,20258,Completo
2603207,49.77,28570,Completo
2603306,52.93,11089,Completo
2603405,52.44,5753,Completo
2603454,58.2,156736,Completo
2603504,48.72,18627,Completo
2603603,53.58,8530,Simplificado
2603702,49.2,24835,Completo
2603801,49.88,20048,Completo
2603900,46.07,19491,Simplificado
2603926,46.74,12836,Completo
2604007,65.14,82872,Completo
2604106,50.17,356872,Completo
2604155,60.06,14313,Completo
2604205,61.81,42434,Completo
2604304,58.39,11722,Completo
2604403,59.91,13428,Completo
2604502,49.07,21579,Completo
2604601,55.76,26249,Completo
2604700,58.15,18144,Completo
2604809,56.83,12596,Completo
2604908,48.49,11635,Completo
2605004,52.85,24041,Completo
2605103,69.01,36841,Completo
2605152,51.51,18734,Completo
2605202,58.09,68448,Completo
2605301,57.01,31885,Completo
2605400,53.15,22013,Completo
2605509,51.46,14365,Completo
2605608,47.69,22631,Simplificado
2605707,57.04,32556,Completo
2605806,67.07,15366,Completo
2605905,62.93,30780,Completo
2606002,51.21,138983,Completo
2606101,55.77,30504,Completo
2606200,40.72,79455,Completo
2606309,42.55,7435,Completo
2606408,49.03,83437,Completo
2606507,51.57,19152,Completo
2606606,45.54,29055,Completo
2606705,40.32,7756,Completo
2606804,57.37,115640,Completo
2606903,51.55,12209,Simplificado
2607000,53.01,22840,Completo
2607109,39.87,4554,Simplificado
2607208,45.43,94709,Completo
2607307,47.9,30512,Completo
2607406,65.15,4869,Completo
2607505,53.67,26390,Completo
2607604,47.19,25836,Completo
2607653,46.39,36422,Completo
2607703,44.98,13680,Simplificado
2607752,50.68,26397,Completo
2607802,64.18,16903,Completo
2607901,47.57,697636,Completo
2607950,55.24,11668,Completo
2608008,48.01,17070,Simplificado
2608057,59.52,14740,Completo
2608107,56.47,33563,Completo
2608206,48.43,16036,Completo
2608255,53.42,11361,Simplificado
2608305,44.19,14747,Simplificado
2608404,56.73,15323,Completo
2608453,71.56,17886,Completo
2608503,69.2,21397,Completo
2608602,48.67,13065,Completo
2608701,44.35,16262,Completo
2608750,46.07,25349,Completo
2608800,56.58,39982,Completo
2608909,55.44,56302,Completo
2609006,56.34,25278,Completo
2609105,52.99,15851,Completo
2609154,54.95,21085,Completo
2609204,72.15,11473,Completo
2609303,62.79,15308,Completo
2609402,61.73,62263,Completo
2609501,80.8,32366,Completo
2609600,52.93,391835,Completo
2609709,46.83,23833,Completo
2609808,64.41,14827,Completo
2609907,56.7,68939,Completo
2610004,61.4,62994,Completo
2610103,62.15,7789,Completo
2610202,52.61,26492,Completo
2610301,57.48,11478,Completo
2610400,58.2,21914,Completo
2610509,63.82,28972,Completo
2610608,48.57,56074,Completo
2610707,47.91,329117,Completo
2610806,59.11,22566,Completo
2610905,57.52,67047,Completo
2611002,63.52,36187,Completo
2611101,51.78,343865,Completo
2611200,52.71,11299,Completo
2611309,52.81,27033,Completo
2611408,65.68,14831,Completo
2611507,50.65,25896,Completo
2611533,41.57,6822,Simplificado
2611606,46.55,1637834,Completo
2611705,54.47,20443,Completo
2611804,70.15,47209,Completo
2611903,61.65,23440,Completo
2612000,66.27,10103,Completo
2612109,61.74,10768,Completo
2612208,60.29,60604,Completo
2612307,59.49,15823,Completo
2612406,42.62,26026,Completo
2612455,41.56,15236,Completo
2612471,53.99,12531,Completo
2612505,56.19,105936,Completo
2612554,49.07,14390,Completo
2612604,76.0,41759,Completo
2612703,50.06,14048,Completo
2612802,52.23,11764,Completo
2612901,61.39,15717,Completo
2613008,66.18,58956,Completo
2613107,62.88,37119,Completo
2613206,57.77,22686,Completo
2613305,50.54,21314,Completo
2613404,50.95,21004,Completo
2613503,44.56,33895,Completo
2613602,45.81,33789,Simplificado
2613701,61.49,112362,Completo
2613800,53.3,17950,Completo
2613909,50.64,85774,Completo
2614006,52.43,19133,Completo
2614105,44.99,35761,Completo
2614204,53.79,45359,Simplificado
2614303,64.14,11270,Completo
2614402,49.32,5993,Completo
2614501,48.58,64520,Completo
2614600,57.41,28371,Completo
2614709,57.72,12890,Completo
2614808,52.5,25417,Completo
2614857,51.32,23149,Simplificado
2615003,54.5,28416,Completo
2615102,69.77,7139,Completo
2615201,51.62,9983,Completo
2615300,53.3,50956,Completo
2615409,49.97,44254,Completo
2615508,57.21,13724,Completo
2615607,51.93,30222,Simplificado
2615706,42.02,15265,Simplificado
2615805,52.26,27052,Completo
2615904,51.54,8192,Completo
2616001,49.34,18298,Completo
2616100,55.58,9514,Completo
2616183,52.79,7666,Completo
2616209,45.25,20503,Completo
2616308,60.38,32513,Completo
2616407,50.91,137915,Completo
2616506,41.16,14691,Completo
2700102,63.08,20162,Completo
2700300,54.95,230417,Completo
2700409,62.78,47000,Completo
2700607,55.48,8264,Completo
2700904,54.58,6696,Completo
2701001,54.29,27168,Completo
2701100,62.84,10529,Completo
2701209,57.67,10730,Completo
2701308,69.7,21194,Completo
2701357,56.26,6918,Completo
2701506,65.49,9549,Completo
2701605,54.0,17726,Completo
2701704,67.76,17124,Completo
2701902,46.88,7319,Completo
2702009,48.58,10744,Completo
2702207,47.07,5826,Completo
2702306,42.93,56562,Completo
2702355,55.24,24129,Completo
2702405,62.77,51763,Completo
2702553,47.49,18153,Completo
2702603,62.7,22152,Completo
2702702,54.87,4729,Completo
2702900,53.53,40588,Completo
2703106,53.93,25649,Completo
2703205,63.01,24408,Completo
2703304,61.47,18378,Completo
2703403,61.11,5288,Completo
2703502,55.23,7036,Completo
2703908,54.91,4175,Completo
2704104,61.1,17934,Completo
2704203,63.2,28495,Completo
2704302,48.24,1012382,Completo
2704401,59.91,19891,Completo
2704500,37.08,32369,Completo
2704609,52.56,9326,Completo
2704708,54.78,51364,Completo
2704906,50.76,3534,Completo
2705002,30.05,25226,Completo
2705101,66.14,24649,Completo
2705200,48.5,17676,Completo
2705507,49.88,28137,Simplificado
2705606,21.93,12615,Completo
2705804,75.52,9303,Completo
2705903,63.34,5117,Completo
2706000,61.77,11591,Completo
2706307,50.0,73096,Completo
2706422,51.13,10527,Completo
2706604,68.87,7568,Completo
2706703,49.94,63516,Completo
2707008,64.0,2911,Completo
2707107,66.61,24891,Completo
2707206,54.71,14354,Completo
2707305,62.84,27079,Completo
2707404,64.65,7873,Completo
2707503,67.22,20018,Completo
2707602,61.16,11342,Completo
2707701,53.43,74838,Completo
2707909,47.08,7272,Completo
2708006,27.55,47486,Completo
2708105,72.22,10755,Completo
2708204,52.43,6953,Completo
2708303,46.19,23855,Completo
2708600,44.76,60775,Completo
2708709,59.95,7888,Completo
2708808,71.45,34011,Completo
2708907,69.39,13716,Completo
2709004,41.59,6187,Completo
2709103,64.98,19886,Completo
2709202,67.26,27632,Completo
2709301,73.63,65461,Completo
2709400,74.5,25773,Completo
2800100,76.44,2368,Completo
2800209,54.91,21443,Completo
2800308,48.57,648939,Completo
2800407,56.99,10168,Completo
2800506,50.7,18396,Completo
2800605,41.5,29873,Completo
2800670,70.78,26731,Completo
2800704,51.71,8264,Completo
2801009,64.59,17997,Completo
2801108,62.14,4011,Completo
2801207,54.0,29430,Completo
2801306,56.13,33904,Completo
2801405,58.95,21724,Completo
2801504,61.5,16324,Completo
2801603,54.0,5880,Completo
2801702,66.81,18190,Completo
2801900,49.37,3977,Completo
2802007,55.26,5059,Completo
2802106,52.86,68804,Completo
2802205,62.3,5567,Completo
2802304,54.0,15283,Completo
2802403,64.74,11606,Completo
2802502,63.18,3307,Completo
2802601,49.41,5811,Completo
2802700,53.23,8519,Completo
2802809,61.39,17761,Completo
2802908,59.77,94696,Completo
2803005,55.44,41684,Completo
2803104,65.28,4921,Completo
2803203,55.49,33994,Completo
2803302,60.96,18576,Completo
2803401,60.87,13085,Completo
2803500,58.79,103576,Completo
2803609,60.45,29567,Completo
2803708,79.36,6877,Completo
2803807,56.53,3665,Completo
2803906,60.78,12581,Completo
2804003,64.05,17153,Completo
2804102,56.19,11322,Completo
2804201,63.54,15120,Completo
2804300,69.9,7610,Completo
2804409,54.0,18735,Completo
2804458,58.77,8783,Completo
2804508,59.8,36514,Completo
2804607,55.2,26460,Completo
2804706,47.88,6470,Simplificado
2804805,53.4,181503,Completo
2804904,59.13,14347,Completo
2805000,57.93,3236,Completo
2805109,54.0,9538,Completo
2805208,64.19,6523,Completo
2805307,74.67,9199,Completo
2805406,57.54,34412,Completo
2805505,54.0,23586,Completo
2805604,54.5,28497,Completo
2805703,51.31,29559,Completo
2805802,61.74,19800,Completo
2805901,57.75,10140,Simplificado
2806008,69.04,18528,Completo
2806107,57.96,10697,Completo
2806206,42.84,19970,Completo
2806305,61.54,13947,Completo
2806404,62.42,7714,Completo
2806503,66.62,3904,Completo
2806602,57.07,12051,Completo
2806701,51.18,89027,Completo
2806800,57.64,11065,Completo
2806909,61.81,3987,Completo
2807006,53.26,3913,Completo
2807105,67.0,40486,Completo
2807204,66.77,8813,Completo
2807303,62.28,3204,Completo
2807402,54.0,51843,Completo
2807501,60.46,13061,Completo
2807600,73.4,25033,Completo
2900108,52.38,8767,Completo
2900207,57.15,19814,Completo
2900306,57.28,15129,Completo
2900355,53.13,16784,Completo
2900405,52.17,16901,Completo
2900504,54.0,10662,Completo
2900603,59.31,4478,Completo
2900702,50.44,150832,Completo
2900801,31.36,22449,Completo
2900900,54.02,5566,Completo
2901007,45.94,37031,Completo
2901106,56.62,25224,Completo
2901155,54.0,16097,Completo
2901205,49.91,18194,Completo
2901304,44.07,13153,Completo
2901353,55.5,14690,Completo
2901403,56.96,14017,Completo
2901502,55.86,11142,Completo
2901601,44.98,19093,Completo
2901809,53.84,11715,Completo
2901908,66.67,17673,Completo
2901957,66.35,7360,Completo
2902005,51.55,13229,Completo
2902104,59.9,54099,Completo
2902203,44.53,11332,Completo
2902252,76.78,11079,Completo
2902302,57.91,8813,Completo
2902401,53.02,11774,Completo
2902500,50.76,13824,Completo
2902609,60.66,20488,Completo
2902658,48.22,13217,Completo
2902708,52.22,53231,Completo
2903003,41.34,13900,Completo
2903102,38.82,5821,Completo
2903201,47.93,153831,Completo
2903235,53.85,14802,Completo
2903276,48.72,15846,Completo
2903300,55.96,5743,Completo
2903409,57.42,23214,Completo
2903508,49.78,17317,Completo
2903607,70.75,15975,Completo
2903706,50.71,12953,Completo
2903805,49.42,18622,Completo
2903904,42.23,68609,Completo
2903953,48.22,9942,Completo
2904001,51.22,14288,Completo
2904050,50.85,16637,Completo
2904100,61.81,21520,Completo
2904209,56.31,10300,Completo
2904308,53.72,14370,Completo
2904407,43.83,10493,Completo
2904506,50.91,10341,Completo
2904605,52.51,67048,Completo
2904704,55.35,18391,Completo
2904753,47.63,21067,Completo
2904852,55.78,18698,Completo
2904902,53.69,33861,Completo
2905008,49.94,23045,Completo
2905107,56.72,9372,Completo
2905156,49.21,15524,Completo
2905206,50.82,50861,Completo
2905305,53.78,18356,Completo
2905404,55.95,17913,Completo
2905503,54.0,13260,Completo
2905602,69.45,31968,Completo
2905701,50.45,293723,Completo
2905800,56.58,35248,Completo
2905909,57.54,28844,Completo
2906006,47.75,70912,Completo
2906105,52.53,9719,Completo
2906204,44.96,26020,Completo
2906303,60.07,31301,Completo
2906402,51.0,8338,Completo
2906501,51.09,86677,Completo
2906600,52.6,14268,Completo
2906709,57.41,25332,Completo
2906808,58.6,34784,Completo
2906824,49.63,16752,Completo
2906857,53.2,11660,Completo
2906873,56.04,30451,Completo
2906899,49.43,9107,Completo
2906907,53.69,21937,Completo
2907004,40.4,9240,Completo
2907103,53.67,28965,Completo
2907202,59.8,71366,Completo
2907301,52.34,26209,Completo
2907400,40.16,3555,Completo
2907509,51.84,54424,Completo
2907558,52.94,9340,Completo
2907608,53.82,17252,Completo
2907707,52.95,11154,Completo
2907806,51.04,33356,Completo
